名称,カテゴリー,アドレス,アクセス,築年数,構造,階数,間取り,面積,家賃,管理費,敷金,礼金,URL
ポラリス,0,東京都中央区日本橋浜町３,東京メトロ日比谷線/人形町駅 歩12分,築18年,7階建,4階,1LDK,41.2m2,14.4万円,10000円,14.4万円,14.4万円,https://suumo.jp/chintai/jnc_000072885549/?bc=100272417312
ポラリス,0,東京都中央区日本橋浜町３,東京メトロ日比谷線/人形町駅 歩12分,築18年,7階建,3階,1LDK,41.2m2,15.4万円,10000円,15.4万円,15.4万円,https://suumo.jp/chintai/jnc_000072379812/?bc=100272396312
ポラリス,0,東京都中央区日本橋浜町３,東京メトロ日比谷線/人形町駅 歩12分,築18年,7階建,3階,1LDK,42.84m2,15.5万円,10000円,15.5万円,15.5万円,https://suumo.jp/chintai/jnc_000072379811/?bc=100065485591
ポラリス,0,東京都中央区日本橋浜町３,東京メトロ日比谷線/人形町駅 歩12分,築18年,7階建,4階,1LDK,41.2m2,15.5万円,10000円,15.5万円,15.5万円,https://suumo.jp/chintai/jnc_000072393210/?bc=100272724819
東京メトロ日比谷線 三ノ輪駅 3階建 築5年,1,東京都荒川区南千住５,東京メトロ日比谷線/三ノ輪駅 歩4分,築5年,3階建,2階,ワンルーム,16.69m2,6.9万円,3000円,-,-,https://suumo.jp/chintai/jnc_000073126793/?bc=100276347866
東京メトロ日比谷線 三ノ輪駅 3階建 築5年,1,東京都荒川区南千住５,ＪＲ常磐線/南千住駅 歩6分,築5年,3階建,2階,ワンルーム,16.69m2,6.9万円,3000円,-,-,https://suumo.jp/chintai/jnc_000073126793/?bc=100276347866
東京メトロ日比谷線 三ノ輪駅 3階建 築5年,1,東京都荒川区南千住５,ＪＲ常磐線/三河島駅 歩6分,築5年,3階建,2階,ワンルーム,16.69m2,6.9万円,3000円,-,-,https://suumo.jp/chintai/jnc_000073126793/?bc=100276347866
南千住ハウス,1,東京都荒川区南千住５,東京メトロ日比谷線/三ノ輪駅 歩4分,築5年,3階建,2階,ワンルーム,16.69m2,6.9万円,3000円,-,-,https://suumo.jp/chintai/jnc_000073126791/?bc=100276334060
南千住ハウス,1,東京都荒川区南千住５,東京メトロ日比谷線/三ノ輪駅 歩4分,築5年,3階建,2階,ワンルーム,16.69m2,6.9万円,3000円,-,-,https://suumo.jp/chintai/jnc_000073126792/?bc=100276349210
南千住ハウス,1,東京都荒川区南千住５,ＪＲ常磐線/南千住駅 歩6分,築5年,3階建,2階,ワンルーム,16.69m2,6.9万円,3000円,-,-,https://suumo.jp/chintai/jnc_000073126791/?bc=100276334060
南千住ハウス,1,東京都荒川区南千住５,ＪＲ常磐線/南千住駅 歩6分,築5年,3階建,2階,ワンルーム,16.69m2,6.9万円,3000円,-,-,https://suumo.jp/chintai/jnc_000073126792/?bc=100276349210
南千住ハウス,1,東京都荒川区南千住５,京成本線/千住大橋駅 歩17分,築5年,3階建,2階,ワンルーム,16.69m2,6.9万円,3000円,-,-,https://suumo.jp/chintai/jnc_000073126791/?bc=100276334060
南千住ハウス,1,東京都荒川区南千住５,京成本線/千住大橋駅 歩17分,築5年,3階建,2階,ワンルーム,16.69m2,6.9万円,3000円,-,-,https://suumo.jp/chintai/jnc_000073126792/?bc=100276349210
赤塚2丁目戸建,2,東京都板橋区赤塚２,東武東上線/下赤塚駅 歩3分,築3年,2階建,-,3LDK,76.18m2,18.5万円,-,18.5万円,18.5万円,https://suumo.jp/chintai/jnc_000054795563/?bc=100276331162
赤塚2丁目戸建,2,東京都板橋区赤塚２,東京メトロ有楽町線/地下鉄赤塚駅 歩4分,築3年,2階建,-,3LDK,76.18m2,18.5万円,-,18.5万円,18.5万円,https://suumo.jp/chintai/jnc_000054795563/?bc=100276331162
赤塚2丁目戸建,2,東京都板橋区赤塚２,東京メトロ副都心線/地下鉄赤塚駅 歩4分,築3年,2階建,-,3LDK,76.18m2,18.5万円,-,18.5万円,18.5万円,https://suumo.jp/chintai/jnc_000054795563/?bc=100276331162
都営浅草線 蔵前駅 10階建 築3年,0,東京都台東区三筋１,都営浅草線/蔵前駅 歩6分,築3年,10階建,6階,1DK,26.36m2,11.5万円,10000円,11.5万円,-,https://suumo.jp/chintai/jnc_000073121860/?bc=100276325102
都営浅草線 蔵前駅 10階建 築3年,0,東京都台東区三筋１,都営浅草線/蔵前駅 歩6分,築3年,10階建,7階,2LDK,40.95m2,18.2万円,15000円,18.2万円,-,https://suumo.jp/chintai/jnc_000073137988/?bc=100276402895
都営浅草線 蔵前駅 10階建 築3年,0,東京都台東区三筋１,都営浅草線/蔵前駅 歩6分,築3年,10階建,7階,2LDK,40.95m2,18.2万円,15000円,18.2万円,-,https://suumo.jp/chintai/jnc_000073121861/?bc=100276327224
都営浅草線 蔵前駅 10階建 築3年,0,東京都台東区三筋１,都営大江戸線/新御徒町駅 歩7分,築3年,10階建,6階,1DK,26.36m2,11.5万円,10000円,11.5万円,-,https://suumo.jp/chintai/jnc_000073121860/?bc=100276325102
都営浅草線 蔵前駅 10階建 築3年,0,東京都台東区三筋１,都営大江戸線/新御徒町駅 歩7分,築3年,10階建,7階,2LDK,40.95m2,18.2万円,15000円,18.2万円,-,https://suumo.jp/chintai/jnc_000073137988/?bc=100276402895
都営浅草線 蔵前駅 10階建 築3年,0,東京都台東区三筋１,都営大江戸線/新御徒町駅 歩7分,築3年,10階建,7階,2LDK,40.95m2,18.2万円,15000円,18.2万円,-,https://suumo.jp/chintai/jnc_000073121861/?bc=100276327224
都営浅草線 蔵前駅 10階建 築3年,0,東京都台東区三筋１,都営浅草線/浅草橋駅 歩9分,築3年,10階建,6階,1DK,26.36m2,11.5万円,10000円,11.5万円,-,https://suumo.jp/chintai/jnc_000073121860/?bc=100276325102
都営浅草線 蔵前駅 10階建 築3年,0,東京都台東区三筋１,都営浅草線/浅草橋駅 歩9分,築3年,10階建,7階,2LDK,40.95m2,18.2万円,15000円,18.2万円,-,https://suumo.jp/chintai/jnc_000073137988/?bc=100276402895
都営浅草線 蔵前駅 10階建 築3年,0,東京都台東区三筋１,都営浅草線/浅草橋駅 歩9分,築3年,10階建,7階,2LDK,40.95m2,18.2万円,15000円,18.2万円,-,https://suumo.jp/chintai/jnc_000073121861/?bc=100276327224
アーバネックス蔵前,0,東京都台東区三筋１,都営浅草線/蔵前駅 歩6分,築3年,10階建,6階,1DK,26.36m2,11.5万円,10000円,11.5万円,-,https://suumo.jp/chintai/jnc_000073126146/?bc=100276372598
アーバネックス蔵前,0,東京都台東区三筋１,都営浅草線/蔵前駅 歩6分,築3年,10階建,7階,2LDK,40.95m2,18.2万円,15000円,18.2万円,-,https://suumo.jp/chintai/jnc_000073121859/?bc=100276359939
アーバネックス蔵前,0,東京都台東区三筋１,都営大江戸線/新御徒町駅 歩7分,築3年,10階建,6階,1DK,26.36m2,11.5万円,10000円,11.5万円,-,https://suumo.jp/chintai/jnc_000073126146/?bc=100276372598
アーバネックス蔵前,0,東京都台東区三筋１,都営大江戸線/新御徒町駅 歩7分,築3年,10階建,7階,2LDK,40.95m2,18.2万円,15000円,18.2万円,-,https://suumo.jp/chintai/jnc_000073121859/?bc=100276359939
アーバネックス蔵前,0,東京都台東区三筋１,ＪＲ総武線/浅草橋駅 歩10分,築3年,10階建,6階,1DK,26.36m2,11.5万円,10000円,11.5万円,-,https://suumo.jp/chintai/jnc_000073126146/?bc=100276372598
アーバネックス蔵前,0,東京都台東区三筋１,ＪＲ総武線/浅草橋駅 歩10分,築3年,10階建,7階,2LDK,40.95m2,18.2万円,15000円,18.2万円,-,https://suumo.jp/chintai/jnc_000073121859/?bc=100276359939
ＢＲＩＣＫｓ,1,東京都目黒区碑文谷４,東急東横線/都立大学駅 歩10分,築3年,2階建,1階,1LDK,33.53m2,12.7万円,3000円,12.7万円,12.7万円,https://suumo.jp/chintai/jnc_000054822989/?bc=100276154370
ＢＲＩＣＫｓ,1,東京都目黒区碑文谷４,東急東横線/学芸大学駅 歩15分,築3年,2階建,1階,1LDK,33.53m2,12.7万円,3000円,12.7万円,12.7万円,https://suumo.jp/chintai/jnc_000054822989/?bc=100276154370
ＢＲＩＣＫｓ,1,東京都目黒区碑文谷４,東急目黒線/大岡山駅 歩19分,築3年,2階建,1階,1LDK,33.53m2,12.7万円,3000円,12.7万円,12.7万円,https://suumo.jp/chintai/jnc_000054822989/?bc=100276154370
ＪＲ山手線 西日暮里駅 10階建 築8年,0,東京都荒川区西日暮里１,ＪＲ山手線/西日暮里駅 歩10分,築8年,10階建,4階,ワンルーム,28.72m2,8.35万円,10000円,-,8.35万円,https://suumo.jp/chintai/jnc_000072801425/?bc=100276333845
ＪＲ山手線 西日暮里駅 10階建 築8年,0,東京都荒川区西日暮里１,京成本線/新三河島駅 歩3分,築8年,10階建,4階,ワンルーム,28.72m2,8.35万円,10000円,-,8.35万円,https://suumo.jp/chintai/jnc_000072801425/?bc=100276333845
ＪＲ山手線 西日暮里駅 10階建 築8年,0,東京都荒川区西日暮里１,ＪＲ常磐線/三河島駅 歩5分,築8年,10階建,4階,ワンルーム,28.72m2,8.35万円,10000円,-,8.35万円,https://suumo.jp/chintai/jnc_000072801425/?bc=100276333845
レジディア西小山,0,東京都目黒区原町１,東急目黒線/西小山駅 歩5分,築5年,4階建,3階,1K,25.16m2,10.9万円,10000円,10.9万円,10.9万円,https://suumo.jp/chintai/jnc_000072647862/?bc=100263366268
レジディア西小山,0,東京都目黒区原町１,東急目黒線/西小山駅 歩5分,築5年,4階建,1階,1K,25.16m2,10.9万円,10000円,10.9万円,10.9万円,https://suumo.jp/chintai/jnc_000072929364/?bc=100275779485
レジディア西小山,0,東京都目黒区原町１,東急目黒線/西小山駅 歩5分,築5年,4階建,3階,1K,25.16m2,11万円,10000円,11万円,11万円,https://suumo.jp/chintai/jnc_000071868638/?bc=100263312556
レジディア西小山,0,東京都目黒区原町１,東急目黒線/西小山駅 歩5分,築5年,4階建,1階,1DK,25.6m2,11.3万円,10000円,11.3万円,11.3万円,https://suumo.jp/chintai/jnc_000072309223/?bc=100272004458
レジディア西小山,0,東京都目黒区原町１,東急目黒線/西小山駅 歩5分,築5年,4階建,2階,1K,25.16m2,11.3万円,10000円,11.3万円,11.3万円,https://suumo.jp/chintai/jnc_000072301967/?bc=100275779438
レジディア西小山,0,東京都目黒区原町１,東急目黒線/西小山駅 歩5分,築5年,4階建,1階,2LDK,54.64m2,21.4万円,15000円,21.4万円,-,https://suumo.jp/chintai/jnc_000072849876/?bc=100275027935
レジディア西小山,0,東京都目黒区原町１,東急目黒線/西小山駅 歩5分,築5年,4階建,1階,2LDK,54.64m2,21.7万円,15000円,21.7万円,-,https://suumo.jp/chintai/jnc_000071868637/?bc=100264851165
レジディア西小山,0,東京都目黒区原町１,東急目黒線/西小山駅 歩5分,築5年,4階建,2階,2LDK,54.64m2,23万円,15000円,23万円,23万円,https://suumo.jp/chintai/jnc_000072380503/?bc=100272419723
レジディア西小山,0,東京都目黒区原町１,東急目黒線/西小山駅 歩5分,築5年,4階建,2階,3LDK,58.09m2,24.9万円,15000円,24.9万円,24.9万円,https://suumo.jp/chintai/jnc_000072909097/?bc=100275204519
レジディア西小山,0,東京都目黒区原町１,東急目黒線/武蔵小山駅 歩14分,築5年,4階建,3階,1K,25.16m2,10.9万円,10000円,10.9万円,10.9万円,https://suumo.jp/chintai/jnc_000072647862/?bc=100263366268
レジディア西小山,0,東京都目黒区原町１,東急目黒線/武蔵小山駅 歩14分,築5年,4階建,1階,1K,25.16m2,10.9万円,10000円,10.9万円,10.9万円,https://suumo.jp/chintai/jnc_000072929364/?bc=100275779485
レジディア西小山,0,東京都目黒区原町１,東急目黒線/武蔵小山駅 歩14分,築5年,4階建,3階,1K,25.16m2,11万円,10000円,11万円,11万円,https://suumo.jp/chintai/jnc_000071868638/?bc=100263312556
レジディア西小山,0,東京都目黒区原町１,東急目黒線/武蔵小山駅 歩14分,築5年,4階建,1階,1DK,25.6m2,11.3万円,10000円,11.3万円,11.3万円,https://suumo.jp/chintai/jnc_000072309223/?bc=100272004458
レジディア西小山,0,東京都目黒区原町１,東急目黒線/武蔵小山駅 歩14分,築5年,4階建,2階,1K,25.16m2,11.3万円,10000円,11.3万円,11.3万円,https://suumo.jp/chintai/jnc_000072301967/?bc=100275779438
レジディア西小山,0,東京都目黒区原町１,東急目黒線/武蔵小山駅 歩14分,築5年,4階建,1階,2LDK,54.64m2,21.4万円,15000円,21.4万円,-,https://suumo.jp/chintai/jnc_000072849876/?bc=100275027935
レジディア西小山,0,東京都目黒区原町１,東急目黒線/武蔵小山駅 歩14分,築5年,4階建,1階,2LDK,54.64m2,21.7万円,15000円,21.7万円,-,https://suumo.jp/chintai/jnc_000071868637/?bc=100264851165
レジディア西小山,0,東京都目黒区原町１,東急目黒線/武蔵小山駅 歩14分,築5年,4階建,2階,2LDK,54.64m2,23万円,15000円,23万円,23万円,https://suumo.jp/chintai/jnc_000072380503/?bc=100272419723
レジディア西小山,0,東京都目黒区原町１,東急目黒線/武蔵小山駅 歩14分,築5年,4階建,2階,3LDK,58.09m2,24.9万円,15000円,24.9万円,24.9万円,https://suumo.jp/chintai/jnc_000072909097/?bc=100275204519
レジディア西小山,0,東京都目黒区原町１,東急大井町線/北千束駅 歩18分,築5年,4階建,3階,1K,25.16m2,10.9万円,10000円,10.9万円,10.9万円,https://suumo.jp/chintai/jnc_000072647862/?bc=100263366268
レジディア西小山,0,東京都目黒区原町１,東急大井町線/北千束駅 歩18分,築5年,4階建,1階,1K,25.16m2,10.9万円,10000円,10.9万円,10.9万円,https://suumo.jp/chintai/jnc_000072929364/?bc=100275779485
レジディア西小山,0,東京都目黒区原町１,東急大井町線/北千束駅 歩18分,築5年,4階建,3階,1K,25.16m2,11万円,10000円,11万円,11万円,https://suumo.jp/chintai/jnc_000071868638/?bc=100263312556
レジディア西小山,0,東京都目黒区原町１,東急大井町線/北千束駅 歩18分,築5年,4階建,1階,1DK,25.6m2,11.3万円,10000円,11.3万円,11.3万円,https://suumo.jp/chintai/jnc_000072309223/?bc=100272004458
レジディア西小山,0,東京都目黒区原町１,東急大井町線/北千束駅 歩18分,築5年,4階建,2階,1K,25.16m2,11.3万円,10000円,11.3万円,11.3万円,https://suumo.jp/chintai/jnc_000072301967/?bc=100275779438
レジディア西小山,0,東京都目黒区原町１,東急大井町線/北千束駅 歩18分,築5年,4階建,1階,2LDK,54.64m2,21.4万円,15000円,21.4万円,-,https://suumo.jp/chintai/jnc_000072849876/?bc=100275027935
レジディア西小山,0,東京都目黒区原町１,東急大井町線/北千束駅 歩18分,築5年,4階建,1階,2LDK,54.64m2,21.7万円,15000円,21.7万円,-,https://suumo.jp/chintai/jnc_000071868637/?bc=100264851165
レジディア西小山,0,東京都目黒区原町１,東急大井町線/北千束駅 歩18分,築5年,4階建,2階,2LDK,54.64m2,23万円,15000円,23万円,23万円,https://suumo.jp/chintai/jnc_000072380503/?bc=100272419723
レジディア西小山,0,東京都目黒区原町１,東急大井町線/北千束駅 歩18分,築5年,4階建,2階,3LDK,58.09m2,24.9万円,15000円,24.9万円,24.9万円,https://suumo.jp/chintai/jnc_000072909097/?bc=100275204519
グリーンパレス石川,0,東京都板橋区桜川２,東武東上線/上板橋駅 歩10分,築23年,6階建,3階,3LDK,66.04m2,14.1万円,-,14.1万円,14.1万円,https://suumo.jp/chintai/jnc_000013499662/?bc=100276385775
グリーンパレス石川,0,東京都板橋区桜川２,東京メトロ有楽町線/氷川台駅 歩17分,築23年,6階建,3階,3LDK,66.04m2,14.1万円,-,14.1万円,14.1万円,https://suumo.jp/chintai/jnc_000013499662/?bc=100276385775
グリーンパレス石川,0,東京都板橋区桜川２,東武東上線/ときわ台駅 歩20分,築23年,6階建,3階,3LDK,66.04m2,14.1万円,-,14.1万円,14.1万円,https://suumo.jp/chintai/jnc_000013499662/?bc=100276385775
ラグゼナ平和台,0,東京都練馬区平和台４,東京メトロ有楽町線/平和台駅 歩6分,築4年,9階建,5階,1K,33.51m2,10.1万円,1000円,10.1万円,-,https://suumo.jp/chintai/jnc_000073092821/?bc=100276119974
ラグゼナ平和台,0,東京都練馬区平和台４,東京メトロ有楽町線/平和台駅 歩6分,築4年,9階建,3階,1K,33.48m2,9.8万円,10000円,9.8万円,-,https://suumo.jp/chintai/jnc_000073011301/?bc=100275783170
ラグゼナ平和台,0,東京都練馬区平和台４,東京メトロ有楽町線/平和台駅 歩6分,築4年,9階建,5階,1K,33.51m2,10.1万円,10000円,10.1万円,-,https://suumo.jp/chintai/jnc_000073011302/?bc=100263068810
ラグゼナ平和台,0,東京都練馬区平和台４,東京メトロ有楽町線/平和台駅 歩6分,築4年,9階建,5階,1DK,37.44m2,12.3万円,10000円,12.3万円,-,https://suumo.jp/chintai/jnc_000072097286/?bc=100273974825
ラグゼナ平和台,0,東京都練馬区平和台４,東京メトロ有楽町線/平和台駅 歩6分,築4年,9階建,3階,1LDK,41.89m2,13.3万円,10000円,13.3万円,-,https://suumo.jp/chintai/jnc_000072594989/?bc=100273385868
ラグゼナ平和台,0,東京都練馬区平和台４,東京メトロ有楽町線/平和台駅 歩6分,築4年,9階建,6階,1LDK,41.89m2,13.5万円,10000円,13.5万円,-,https://suumo.jp/chintai/jnc_000072686770/?bc=100273978843
ラグゼナ平和台,0,東京都練馬区平和台４,東京メトロ有楽町線/平和台駅 歩6分,築4年,9階建,4階,1LDK,41.89m2,13.5万円,10000円,13.5万円,-,https://suumo.jp/chintai/jnc_000063765989/?bc=100275017033
ラグゼナ平和台,0,東京都練馬区平和台４,東京メトロ有楽町線/平和台駅 歩6分,築4年,9階建,6階,1LDK,44.61m2,14.2万円,10000円,14.2万円,-,https://suumo.jp/chintai/jnc_000072594990/?bc=100276337955
ラグゼナ平和台,0,東京都練馬区平和台４,東京メトロ有楽町線/平和台駅 歩6分,築4年,9階建,9階,2SLDK,62.25m2,18.2万円,10000円,18.2万円,-,https://suumo.jp/chintai/jnc_000073138641/?bc=100167806985
ラグゼナ平和台,0,東京都練馬区平和台４,東武東上線/東武練馬駅 歩17分,築4年,9階建,5階,1K,33.51m2,10.1万円,1000円,10.1万円,-,https://suumo.jp/chintai/jnc_000073092821/?bc=100276119974
ラグゼナ平和台,0,東京都練馬区平和台４,東武東上線/東武練馬駅 歩17分,築4年,9階建,3階,1K,33.48m2,9.8万円,10000円,9.8万円,-,https://suumo.jp/chintai/jnc_000073011301/?bc=100275783170
ラグゼナ平和台,0,東京都練馬区平和台４,東武東上線/東武練馬駅 歩17分,築4年,9階建,5階,1K,33.51m2,10.1万円,10000円,10.1万円,-,https://suumo.jp/chintai/jnc_000073011302/?bc=100263068810
ラグゼナ平和台,0,東京都練馬区平和台４,東武東上線/東武練馬駅 歩17分,築4年,9階建,5階,1DK,37.44m2,12.3万円,10000円,12.3万円,-,https://suumo.jp/chintai/jnc_000072097286/?bc=100273974825
ラグゼナ平和台,0,東京都練馬区平和台４,東武東上線/東武練馬駅 歩17分,築4年,9階建,3階,1LDK,41.89m2,13.3万円,10000円,13.3万円,-,https://suumo.jp/chintai/jnc_000072594989/?bc=100273385868
